"parroquiaId","codigo","nombre","no_pobres","pobres","total"
"604","110655","EL INGENIO",215,1594,1809
"603","110656","EL AIRO",25,972,997
"608","110750","GONZANAMA",1067,1437,2504
"607","110751","CHANGAIMINA (LA LIBERTAD",395,2353,2748
"609","110753","NAMBACOLA",201,4314,4515
"610","110754","PURUNUMA (EGUIGUREN)",27,729,756
"611","110756","SACAPALCA",132,2033,2165
"634","110850","MACARA",6543,8738,15281
"632","110851","LARAMA",17,1063,1080
"629","110852","LA VICTORIA",88,1469,1557
"635","110853","SABIANGO (LA CAPILLA)",199,439,638
"640","110950","CATACOCHA",3494,8591,12085
"638","110951","CANGONAMA",26,1245,1271
"641","110952","GUACHANAMA",50,2551,2601
"642","110954","LAURO GUERRERO",68,1757,1825
"644","110956","ORIANGA",24,1739,1763
"645","110957","SAN ANTONIO",38,1052,1090
"639","110958","CASANGA",148,1635,1783
"646","110959","YAMANA",150,1091,1241
"651","111050","ALAMOR",2708,5487,8195
"652","111051","CIANO",180,1246,1426
"653","111052","EL ARENAL",114,867,981
"654","111053","EL LIMO (MARIANA DE JESUS)",196,2161,2357
"655","111054","MERCADILLO",206,968,1174
"656","111055","VICENTINO",105,1160,1265
"667","111150","SARAGURO",2403,6593,8996
"660","111151","EL PARAISO DE CELEN",103,2649,2752
"661","111152","EL TABLON",27,885,912
"662","111153","LLUZHAPA",77,1628,1705
"663","111154","MANU",293,2367,2660
"664","111155","SAN ANTONIO DE QUMBE",30,1114,1144
"665","111156","SAN PABLO DE TENTA",137,3526,3663
"666","111157","SAN SEBASTIAN DE YULUC",108,864,972
"668","111158","SELVA ALEGRE",107,1806,1913
"670","111159","URDANETA (PAQUISHAPA)",379,3383,3762
"669","111160","SUMAYPAMBA",301,1283,1584
"672","111250","SOZORANGA",527,3228,3755
"671","111251","NUEVA FATIMA",58,843,901
"673","111252","TACAMOROS",126,2675,2801
"680","111350","ZAPOTILLO",1064,3117,4181
"675","111351","CAZADEROS",47,1121,1168
"676","111352","GARZAREAL",31,1743,1774
"677","111353","LIMONES",59,1347,1406
"679","111354","PALETILLAS",99,2524,2623
"674","111355","BOLASPAMBA",12,1074,1086
"650","111450","PINDAL",1081,4568,5649
"648","111451","CHAQUINAL",3,1084,1087
"647","111452","12 DE DICIEMBRE",113,1776,1889
"658","111550","QUILANGA",474,2231,2705
"657","111551","FUNDOCHAMBA",76,277,353
"659","111552","SAN ANTONIO DE LAS ARADAS",119,1140,1259
"637","111650","OLMEDO",480,3714,4194
"636","111651","LA TINGUE",12,656,668
"685","120152","CARACOL",252,4846,5098
"689","120153","FEBRES CORDERO (LAS JUNTAS)",1898,16016,17914
"691","120154","PIMOCHA",1234,19764,20998
"690","120155","LA UNION",974,11714,12688
"681","120250","BABA",1857,16946,18803
"682","120251","GUARE",262,11177,11439
"683","120252","ISLA DE BEJUCAL",699,8684,9383
"696","120350","MONTALVO",5440,18508,23948
"698","120450","PUEBLOVIEJO",2887,10409,13296
"699","120451","PUERTO PECHICHE",122,4545,4667
"700","120452","SAN JUAN",2952,15450,18402
"705","120550","QUEVEDO",48277,108953,157230
"707","120553","SAN CARLOS",1282,8734,10016
"703","120555","LA ESPERANZA",599,4238,4837
"713","120650","CATARAMA",1745,6814,8559
"714","120651","RICAURTE",2010,18623,20633
"719","120750","VENTANAS",9589,35832,45421
"720","120752","ZAPOTAL",855,20044,20899
"722","120850","VINCES",11280,43831,55111
"721","120851","ANTONIO SOTOMAYOR",634,15657,16291
"697","120950","PALENQUE",1778,20484,22262
"693","121050","SAN JACINTO DE BUENA FE",12994,37259,50253
"692","121051","PATRICIA PILAR",2071,10157,12228
"715","121150","VALENCIA",4174,38198,42372
"694","121250","MOCACHE",3724,34584,38308
"712","121350","QUINSALOMA",1838,14592,16430
"808","130150","PORTOVIEJO",93906,126608,220514
"800","130151","ABDON CALDERON",551,13600,14151
"801","130152","ALHAJUELA (BAJO GRANDE)",121,3633,3754
"805","130153","CRUCITA",1084,12939,14023
"809","130154","PUEBLO NUEVO",55,3101,3156
"810","130155","RIOCHICO (RIO CHICO)",221,11084,11305
"812","130156","SAN PLACIDO",221,7449,7670
"803","130157","CHIRIJOS",0,2362,2362
"723","130250","CALCETA",3811,29434,33245
"724","130251","MEMBRILLO",127,3423,3550
"725","130252","QUIROGA",221,2762,2983
"729","130350","CHONE",22657,51592,74249
"726","130351","BOYACA",102,4397,4499
"727","130352","CANUTO",364,9985,10349
"730","130353","CONVENTO",15,6560,6575
"728","130354","CHIBUNGA",0,6326,6326
"731","130355","ELOY ALFARO",150,7670,7820
"732","130356","RICAURTE",350,7539,7889
"733","130357","SAN ANTONIO",260,7754,8014
"736","130450","EL CARMEN",17075,60178,77253
"740","130451","WILFRIDO LOOR MOREIRA",58,4509,4567
"738","130452","SAN PEDRO DE SUMA",139,6550,6689
"741","130550","FLAVIO ALFARO",1220,17311,18531
"742","130551","SAN FRANCISCO DE NOVILLO",56,2723,2779
"743","130552","ZAPALLO",135,3553,3688
"771","130650","JIPIJAPA",11090,37555,48645
"768","130651","AMERICA",69,2991,3060
"770","130652","EL ANEGADO",45,6814,6859
"772","130653","JULCUY",16,2159,2175
"773","130654","LA UNION",13,1921,1934
"775","130656","MEMBRILLAL",0,1003,1003
"776","130657","PEDRO PABLO GOMEZ",122,3441,3563
"777","130658","PUERTO DE CAYO",405,2985,3390
"745","130750","JUNIN",2640,16272,18912
"781","130850","MANTA",100951,117479,218430
"782","130851","SAN LORENZO",12,2616,2628
"784","130852","SANTA MARIANITA",0,2705,2705
"791","130950","MONTECRISTI",6747,60951,67698
"789","130952","LA PILA",0,2452,2452
"797","131050","PAJAN",1484,10755,12239
"793","131051","CAMPOZANO",83,8424,8507
"794","131052","CASCOL",212,6820,7032
"795","131053","GUALE",104,3823,3927
"796","131054","LASCANO",132,5043,5175
"751","131150","PICHINCHA",1740,15670,17410
"750","131151","BARRAGANETE",92,7468,7560
"752","131152","SAN SEBASTIAN",263,4977,5240
"753","131250","ROCAFUERTE",7208,26082,33290
"458","131351","AYACUCHO",1454,5949,7403
"818","131352","HONORATO VASQUEZ",363,5515,5878
"819","131353","LA UNION",0,6453,6453
"821","131355","SAN PABLO",22,5281,5303
"756","131450","BAHIA DE CARAQUEZ",6681,18901,25582
"757","131453","CHARAPOTO",1405,18610,20015
"759","131457","SAN ISIDRO",1484,9478,10962
"762","131550","TOSAGUA",4888,23172,28060
"761","131551","BACHILLERO",354,3426,3780
"760","131552","ANGEL PEDRO GILER",694,5555,6249
"766","131650","SUCRE",1134,12250,13384
"764","131651","BELLAVISTA",161,4752,4913
"765","131652","NOBOA",133,6415,6548
"763","131653","ARQ. SIXTO DURAN BALLEN",31,3921,3952
"749","131750","PEDERNALES",3178,30266,33444
"748","131751","COJIMIES",190,13496,13686
"746","131752","10 DE AGOSTO",45,5162,5207
"747","131753","ATAHUALPA",44,2518,2562
"792","131850","OLMEDO",255,9588,9843
"815","131950","PUERTO LOPEZ",995,9772,10767
"814","131951","MACHALILLA",0,4984,4984
"816","131952","SALANGO",393,4104,4497
"744","132050","JAMA",2240,20757,22997
"767","132150","JARAMIJO",3689,14511,18200
"755","132250","SAN VICENTE",3039,12024,15063
"754","132251","CANOA",106,6634,6740
"847","140150","MACAS",11575,6873,18448
"844","140151","ALSHI",60,321,381
"846","140153","GENERAL PROAÑO",664,1901,2565
"849","140156","SAN ISIDRO",188,585,773
"850","140157","SEVILLA DON BOSCO",527,12770,13297
"851","140158","SINAI",177,586,763
"852","140160","ZUÑA (ZUÑAC)",0,223,223
"845","140162","CUCHAENTZA",119,1663,1782
"848","140164","RIO BLANCO",461,1520,1981
"828","140250","GUALAQUIZA",4448,4358,8806
"823","140251","AMAZONAS (ROSARIO DE CUYES)",27,385,412
"824","140252","BERMEJOS",31,192,223
"825","140253","BOMBOIZA",96,4407,4503
"826","140254","CHIGUINDA",100,452,552
"831","140255","EL ROSARIO",135,473,608
"830","140256","NUEVA TARQUI",124,387,511
"832","140257","SAN MIGUEL DE CUYES",10,173,183
"827","140258","EL IDEAL",49,772,821
"835","140350","GENERAL LEONIDAS PLAZA G.",1546,2397,3943
"836","140351","INDANZA",324,905,1229
"837","140353","SAN ANTONIO",10,2147,2157
"838","140356","SAN MIGUEL DE CONCHAY",1,404,405
"839","140357","SANTA SUSANA DE CHIVIAZA",72,700,772
"840","140358","YUNGANZA",36,1008,1044
"857","140450","PALORA (METZERA)",2051,1867,3918
"855","140451","ARAPICOS",17,465,482
"856","140452","CUMANDA",7,338,345
"858","140454","SANGAY",148,1022,1170
"854","140455","16 DE AGOSTO",87,900,987
"881","140550","SANTIAGO DE MENDEZ",1534,1437,2971
"865","140551","COPAL",62,418,480
"864","140552","CHUPIANZA",35,432,467
"867","140553","PATUCA",241,1564,1805
"869","140554","SAN LUIS DE EL ACHO",74,543,617
"870","140556","TAYUZA",362,1144,1506
"868","140557","SAN FRANCISCO DE CHINIMB",158,919,1077
"874","140650","SUCUA",5607,6881,12488
"871","140651","ASUNCION",49,1851,1900
"872","140652","HUAMBI",779,2098,2877
"873","140655","SANTA MARIANITA DE JESUS",210,686,896
"834","140750","HUAMBOYA",347,2169,2516
"833","140751","CHIGUAZA",50,5830,5880
"862","140850","SAN JUAN BOSCO",989,1139,2128
"859","140851","PAN DE AZUCAR",10,255,265
"860","140852","SAN CARLOS DE LIMON",16,761,777
"861","140853","SAN JACINTO DE WAKAMBEIS",10,194,204
"863","140854","SANTIAGO DE PANANZA",22,447,469
"878","140950","TAISHA",233,5435,5668
"875","140951","HUASAGA",7,1502,1509
"876","140952","MACUMA",3,3882,3885
"879","140953","TUTINENTZA",0,4634,4634
"877","140954","PUMPUENTSA",0,2379,2379
"841","141050","LOGROÑO",699,1350,2049
"843","141051","YAUPI",18,1759,1777
"842","141052","SHIMPIS",2,1891,1893
"853","141150","PABLO VI",455,1365,1820
"880","141251","SAN JOSE DE MORONA",8,2187,2195
"906","150150","TENA",12452,20680,33132
"899","150151","AHUANO",113,5336,5449
"900","150153","CHONTAPUNTA",10,6508,6518
"901","150154","PANO",90,1302,1392
"902","150155","PUERTO MISAHUALLI",150,4904,5054
"903","150156","PUERTO NAPO",501,4848,5349
"905","150157","TALAG",98,2670,2768
"882","150350","ARCHIDONA",2559,8939,11498
"883","150352","COTUNDO",271,8064,8335
"885","150354","SAN PABLO DE USHPAYACU",9,4895,4904
"887","150450","EL CHACO",2113,2614,4727
"888","150451","GONZALO DIAZ DE PINEDA",76,459,535
"889","150452","LINARES",23,186,209
"890","150453","OYACACHI",131,484,615
"891","150454","SANTA ROSA",252,986,1238
"892","150455","SARDINAS",132,405,537
"893","150750","BAEZA",1169,774,1943
"894","150751","COSANGA",43,462,505
"895","150752","CUYUJA",101,513,614
"896","150753","PAPALLACTA",170,525,695
"897","150754","SAN FRANCISCO DE BORJA",728,1415,2143
"898","150756","SUMACO",0,39,39
"886","150950","CARLOS JULIO AROSEMENA TOLA",575,3053,3628
"918","160150","PUYO",18781,17195,35976
"913","160152","CANELOS",0,2142,2142
"912","160154","DIEZ DE AGOSTO",69,1075,1144
"915","160155","FATIMA",145,708,853
"916","160156","MONTALVO (ANDOAS)",2,3599,3601
"917","160157","POMONA",14,211,225
"919","160158","RIO CORRIENTES",0,235,235
"920","160159","RIO TIGRE",0,656,656
"925","160161","SARAYACU",1,2554,2555
"813","160162","SIMON BOLIVAR",54,5621,5675
"922","160163","TARQUI",528,3290,3818
"923","160164","TENIENTE HUGO ORTIZ",1,1047,1048
"924","160165","VERACRUZ (INDILLAMA)",333,1418,1751
"914","160166","EL TRIUNFO",59,1256,1315
"910","160250","MERA",660,856,1516
"909","160251","MADRE TIERRA",63,1506,1569
"911","160252","SHELL",3296,4565,7861
"927","160350","SANTA CLARA",550,2275,2825
"307","160351","SAN JOSE",24,711,735
"907","160450","ARAJUNO",274,3527,3801
"908","160451","CURARAY",4,2681,2685
"960","170151","ALANGASI",15753,8330,24083
"961","170152","AMAGUAÑA",14682,16285,30967
"962","170153","ATAHUALPA (HABASPAMBA)",615,1268,1883
"963","170154","CALACALI",1836,2053,3889
"964","170155","CALDERON (CARAPUNGO)",108721,42138,150859
"967","170156","CONOCOTO",58865,22486,81351
"968","170157","CUMBAYA",23885,7328,31213
"965","170158","CHAVEZPAMBA",268,532,800
"966","170159","CHECA (CHILPA)",2692,6246,8938
"986","170160","EL QUINCHE",7329,8637,15966
"969","170161","GUALEA",275,1746,2021
"970","170162","GUANGOPOLO",1212,1820,3032
"971","170163","GUAYLLABAMBA",6498,9669,16167
"972","170164","LA MERCED",3286,5071,8357
"973","170165","LLANO CHICO",5354,5249,10603
"974","170166","LLOA",488,980,1468
"975","170168","NANEGAL",606,2022,2628
"976","170169","NANEGALITO",939,2074,3013
"977","170170","NAYON",10687,4804,15491
"978","170171","NONO",212,1518,1730
"979","170172","PACTO",812,3983,4795
"980","170174","PERUCHO",313,453,766
"981","170175","PIFO",5971,10608,16579
"982","170176","PINTAG",5453,12407,17860
"983","170177","POMASQUI",21314,7319,28633
"984","170178","PUELLARO",1566,3884,5450
"985","170179","PUEMBO",7479,6062,13541
"987","170180","SAN ANTONIO",21194,10994,32188
"988","170181","SAN JOSE DE MINAS",1690,5543,7233
"989","170183","TABABELA",1319,1478,2797
"990","170184","TUMBACO",29006,20629,49635
"991","170185","YARUQUI",6269,11420,17689
"992","170186","ZAMBIZA",2070,1932,4002
"995","170250","CAYAMBE",23876,26648,50524
"993","170251","ASCAZUBI",1885,3162,5047
"994","170252","CANGAHUA",797,15428,16225
"997","170253","OLMEDO (PESILLO)",739,6027,6766
"998","170254","OTON",197,2568,2765
"1000","170255","SANTA ROSA DE CUZUBAMBA",762,3339,4101
"1006","170350","MACHACHI",16230,11247,27477
"1001","170351","ALOAG",3481,5686,9167
"1002","170352","ALOASI",4085,5545,9630
"1005","170353","CUTUGLAHUA",2018,14722,16740
"1003","170354","EL CHAUPI",507,948,1455
"1004","170355","MANUEL CORNEJO ASTORGA",602,3053,3655
"1007","170356","TAMBILLO",4141,4161,8302
"1008","170357","UYUMBICHO",2727,1872,4599
"1011","170450","TABACUNDO",6235,10110,16345
"1009","170451","LA ESPERANZA",1147,2833,3980
"1010","170452","MALCHINGUI",1363,3259,4622
"1012","170453","TOCACHI",255,1730,1985
"1013","170454","TUPIGACHI",297,5875,6172
"1021","170550","SANGOLQUI",57104,23641,80745
"1016","170551","COTOGCHOA",1310,2619,3929
"941","170552","RUMIPAMBA",10,765,775
"1023","170750","SAN MIGUEL DE LOS BANCOS",3058,10458,13516
"1022","170751","MINDO",1082,2514,3596
"1014","170850","PEDRO VICENTE MALDONADO",3460,9432,12892
"1015","170950","PUERTO QUITO",1327,19108,20435
"1024","180151","AMBATILLO",824,4418,5242
"1025","180152","ATAHUALPA (CHISALATA)",5502,4643,10145
"1027","180153","AUGUSTO N. MARTINEZ",1703,6485,8188
"1029","180154","CONSTANTINO FERNANDEZ",200,2334,2534
"1032","180155","HUACHI GRANDE",3063,7460,10523
"1034","180156","IZAMBA",7125,7267,14392
"1035","180157","JUAN BENIGNO VELA",855,6580,7435
"1040","180159","PASA",408,6086,6494
"1041","180160","PICAIGUA",1727,6542,8269
"1042","180161","PILAGUIN (PILAHUIN)",595,11523,12118
"1044","180162","QUISAPINCHA (QUIZAPINCHA)",1877,11055,12932
"1045","180163","SAN BARTOLOME DE PINLLOG",3592,5443,9035
"1046","180164","SAN FERNANDO",173,2317,2490
"1048","180165","SANTA ROSA",2912,18066,20978
"1049","180166","TOTORAS",1427,5381,6808
"1030","180167","CUNCHIBAMBA",657,3809,4466
"1050","180168","UNAMUNCHO",1014,3658,4672
"1051","180250","BAÑOS",8946,5151,14097
"1052","180251","LLIGUA",11,269,280
"1053","180252","RIO NEGRO",484,760,1244
"1054","180253","RIO VERDE",296,980,1276
"1055","180254","ULBA",1032,1494,2526
"1056","180350","CEVALLOS",3612,4520,8132
"1057","180450","MOCHA",1884,3601,5485
"1058","180451","PINGUILI",227,1045,1272
"1061","180550","PATATE",2851,5258,8109
"1059","180551","EL TRIUNFO",224,1354,1578
"1060","180552","LOS ANDES",210,1181,1391
"1062","180553","SUCRE",230,2139,2369
"1082","180650","QUERO",2338,11879,14217
"1018","180651","RUMIPAMBA",211,2753,2964
"1084","180652","YANAYACU - MOCHAPATA",427,1551,1978
"1070","180750","PELILEO",8628,15842,24470
"1063","180751","BENITEZ (PACHANLICA)",256,1927,2183
"1064","180752","BOLIVAR",572,2137,2709
"1066","180753","COTALO",455,1396,1851
"1065","180754","CHIQUICHA",49,2392,2441
"1067","180755","EL ROSARIO (RUMICHACA)",91,2539,2630
"1068","180756","GARCIA MORENO (CHUMAQUI)",1372,4985,6357
"1069","180757","GUAMBALO (HUAMBALO)",1818,6036,7854
"1072","180758","SALASACA",424,5443,5867
"1077","180850","PILLARO",6678,6600,13278
"1073","180851","BAQUERIZO MORENO",74,203,277
"1075","180852","EMILIO MARIA TERAN",206,1298,1504
"1076","180853","MARCOS ESPINEL (CHACATA)",435,1899,2334
"1078","180854","PRESIDENTE URBINA",974,1804,2778
"1079","180855","SAN ANDRES",1267,9924,11191
"1080","180856","SAN JOSE DE POALO",274,1605,1879
"1081","180857","SAN MIGUELITO",1163,3816,4979
"1086","180950","TISALEO",2035,8786,10821
"1085","180951","QUINCHICOTO",337,969,1306
"1125","190150","ZAMORA",7785,4692,12477
"1118","190151","CUMBARATZA",1041,3307,4348
"1120","190152","GUADALUPE",395,2450,2845
"1121","190153","IMBANA",66,1059,1125
"1122","190155","SABANILLA",11,573,584
"1124","190156","TIMBARA",75,874,949
"1123","190158","SAN CARLOS DE LAS MINAS",268,1827,2095
"1095","190250","ZUMBA",1586,5035,6621
"1090","190251","CHITO",55,1173,1228
"1091","190252","EL CHORRO",9,192,201
"1092","190254","LA CHONTA",27,234,261
"1093","190256","PUCAPAMBA",0,92,92
"1094","190259","SAN ANDRES",43,373,416
"1100","190350","GUAYZIMI",875,1695,2570
"1103","190351","ZURMI",267,1737,2004
"1102","190352","NUEVO PARAISO",28,565,593
"1112","190450","28 DE MAYO",495,2649,3144
"1113","190451","LA PAZ",69,1974,2043
"1114","190452","TUTUPALI",25,614,639
"1117","190550","YANZATZA",4308,7999,12307
"1115","190551","CHICAÑA",229,2431,2660
"1116","190553","LOS ENCUENTROS",371,3047,3418
"1097","190650","EL PANGUI",1703,3271,4974
"1096","190651","EL GUISMI",117,1487,1604
"1098","190652","PACHICUTZA",204,1082,1286
"1099","190653","TUNDAYME",90,647,737
"1089","190750","ZUMBI",1639,4768,6407
"1106","190850","PALANDA",789,2874,3663
"1104","190851","EL PORVENIR DEL CARMEN",89,1395,1484
"1107","190852","SAN FRANCISCO DE VERGEL",16,1302,1318
"1108","190853","VALLADOLID",344,885,1229
"1105","190854","LA CANELA",0,355,355
"1111","190950","PAQUISHA",350,1098,1448
"1109","190951","BELLAVISTA",11,290,301
"1110","190952","NUEVO QUITO",33,2050,2083
"1130","200150","PUERTO BAQUERIZO MORENO",3721,2435,6156
"1128","200151","EL PROGRESO",246,377,623
"1129","200152","ISLA SANTA MARIA (FLOREANA)",35,98,133
"1126","200250","PUERTO VILLAMIL",1024,965,1989
"1127","200251","TOMAS DE BERLANGA",0,164,164
"1132","200350","PUERTO AYORA",5471,5602,11073
"1131","200351","BELLAVISTA",558,1852,2410
"1133","200352","SANTA ROSA",0,485,485
"1150","210150","NUEVA LOJA",9725,47696,57421
"1146","210152","DURENO",169,2580,2749
"1148","210153","GENERAL FARFAN",576,6052,6628
"1147","210155","EL ENO",401,6228,6629
"1151","210156","PACAYACU",313,7674,7987
"1149","210157","JAMBELI",282,3015,3297
"1152","210158","STA. CECILIA",463,5790,6253
"1143","210250","LUMBAQUI",932,2110,3042
"1141","210251","EL REVENTADOR",184,1220,1404
"1142","210252","GONZALO PIZARRO",338,2557,2895
"1144","210254","PUERTO LIBRE",112,798,910
"1153","210350","PUERTO EL CARMEN DEL PUTUMAYO",705,2733,3438
"1154","210351","PALMA ROJA",108,3666,3774
"1155","210352","PUERTO BOLIVAR",0,70,70
"1156","210353","PUERTO RODRIGUEZ",0,395,395
"1158","210354","SANTA ELENA",0,1945,1945
"1163","210450","SHUSHUFINDI",4009,21524,25533
"1159","210451","LIMONCOCHA",159,5376,5535
"1160","210452","PAÑACOCHA",3,857,860
"1162","210453","SAN ROQUE",79,3039,3118
"1161","210454","SAN PEDRO DE LOS COFANES",385,2928,3313
"1164","210455","SIETE DE JULIO",560,3139,3699
"1166","210550","LA BONITA",207,604,811
"1165","210551","EL PLAYON DE SAN FRANCIS",305,1105,1410
"1167","210552","LA SOFIA",2,102,104
"1168","210553","ROSA FLORIDA",56,326,382
"1169","210554","SANTA BARBARA",147,532,679
"1134","210650","EL DORADO DE CASCALES",1178,6205,7383
"1136","210651","SANTA ROSA DE SUCUMBIOS",55,726,781
"1137","210652","SEVILLA",425,2310,2735
"1140","210750","TARAPOA",353,4366,4719
"1139","210751","CUYABENO",0,389,389
"1138","210752","AGUAS NEGRAS",8,1402,1410
"1177","220151","DAYUMA",146,5690,5836
"1187","220152","TARACOA",84,2461,2545
"1176","220153","ALEJANDRO LABAKA",21,1212,1233
"1179","220154","EL DORADO",67,1572,1639
"1180","220155","EL EDEN",6,892,898
"1181","220156","GARCIA MORENO",11,1080,1091
"1182","220157","INES ARANGO",61,2940,3001
"1183","220158","LA BELLEZA",6,4122,4128
"1184","220159","NUEVO PARAISO",66,2582,2648
"1185","220160","SAN JOSE DE GUAYUSA",69,1882,1951
"1186","220161","SAN LUIS DE ARMENIA",5,2007,2012
"1172","220250","NUEVO ROCAFUERTE",151,854,1005
"1170","220251","CAPITAN AUGUSTO RIBADENEYRA",0,701,701
"1171","220252","CONONACO",0,519,519
"1173","220253","SANTA MARIA DE HUIRIRIMA",0,729,729
"1174","220254","TIPUTINI",151,1098,1249
"1175","220255","YASUNI",0,265,265
"1189","220350","LA JOYA DE LOS SACHAS",3563,13591,17154
"1188","220351","ENOKANQUI",176,2181,2357
"1191","220352","POMPEYA",0,1204,1204
"1193","220353","SAN CARLOS",162,2684,2846
"1194","220354","SAN SEBASTIAN DEL COCA",195,3152,3347
"1190","220355","LAGO SAN PEDRO",2,1859,1861
"1083","220356","RUMIPAMBA",49,1922,1971
"1195","220357","TRES DE NOVIEMBRE",87,2920,3007
"1196","220358","UNION MILAGREÑA",124,2774,2898
"1198","220450","LORETO",1058,3069,4127
"1197","220451","AVILA",107,4223,4330
"1199","220452","PUERTO MURIALDO",21,3353,3374
"1201","220453","SAN JOSE DE PAYAMINO",10,3115,3125
"1200","220454","SAN JOSE DE DAHUANO",54,4991,5045
"1202","220455","SAN VICENTE DE HUATICOCHA",118,939,1057
"1218","230150","SANTO DOMINGO DE LOS COLORADOS",88202,216207,304409
"1208","230151","ALLURIQUIN",588,9122,9710
"1213","230152","PUERTO LIMON",676,8661,9337
"1212","230153","LUZ DE AMERICA",1186,9684,10870
"1216","230154","SAN JACINTO DEL BUA",1139,10567,11706
"1219","230155","VALLE HERMOSO",1019,8302,9321
"1211","230156","EL ESFUERZO",644,5112,5756
"1217","230157","SANTA MARIA DEL TOACHI",554,5045,5599
"1235","240150","SANTA ELENA",16987,35656,52643
"1229","240151","ATAHUALPA",811,2516,3327
"1232","240152","COLONCHE",3386,27800,31186
"1231","240153","CHANDUY",743,15608,16351
"1233","240154","MANGLARALTO",2678,26412,29090
"1236","240155","SIMON BOLIVAR",8,3288,3296
"1234","240156","SAN JOSE DE ANCON",2740,4122,6862
"1221","240250","LA LIBERTAD",31436,63758,95194
"1226","240350","SALINAS",16299,16888,33187
"1222","240351","ANCONCITO",2631,9154,11785
"1225","240352","JOSE LUIS TAMAYO",7142,14818,21960